ID	TYPE	cell_set_color
ID	TYPE	A ALLENHELP:cell_set_color
PCL_INDV:CS202002013_1	owl:NamedIndividual	#DDACC9
PCL_INDV:CS202002013_2	owl:NamedIndividual	#FF88AD
PCL_INDV:CS202002013_3	owl:NamedIndividual	#DD8091
PCL_INDV:CS202002013_4	owl:NamedIndividual	#F08E98
PCL_INDV:CS202002013_5	owl:NamedIndividual	#FF7290
PCL_INDV:CS202002013_6	owl:NamedIndividual	#FF8C97
PCL_INDV:CS202002013_7	owl:NamedIndividual	#FFA388
PCL_INDV:CS202002013_8	owl:NamedIndividual	#C77963
PCL_INDV:CS202002013_9	owl:NamedIndividual	#7E0ACB
PCL_INDV:CS202002013_10	owl:NamedIndividual	#9440F3
PCL_INDV:CS202002013_11	owl:NamedIndividual	#9611B6
PCL_INDV:CS202002013_12	owl:NamedIndividual	#9900B3
PCL_INDV:CS202002013_13	owl:NamedIndividual	#7A0099
PCL_INDV:CS202002013_14	owl:NamedIndividual	#AA4DB5
PCL_INDV:CS202002013_15	owl:NamedIndividual	#A720FF
PCL_INDV:CS202002013_16	owl:NamedIndividual	#AB1DFF
PCL_INDV:CS202002013_17	owl:NamedIndividual	#FF5FCD
PCL_INDV:CS202002013_18	owl:NamedIndividual	#FF4DC1
PCL_INDV:CS202002013_19	owl:NamedIndividual	#B09FFF
PCL_INDV:CS202002013_20	owl:NamedIndividual	#BD3D9A
PCL_INDV:CS202002013_21	owl:NamedIndividual	#992E81
PCL_INDV:CS202002013_22	owl:NamedIndividual	#F70CF3
PCL_INDV:CS202002013_23	owl:NamedIndividual	#FF00FF
PCL_INDV:CS202002013_24	owl:NamedIndividual	#AB379C
PCL_INDV:CS202002013_25	owl:NamedIndividual	#B3128A
PCL_INDV:CS202002013_26	owl:NamedIndividual	#7779BF
PCL_INDV:CS202002013_27	owl:NamedIndividual	#626EB8
PCL_INDV:CS202002013_28	owl:NamedIndividual	#FFFF00
PCL_INDV:CS202002013_29	owl:NamedIndividual	#FF8011
PCL_INDV:CS202002013_30	owl:NamedIndividual	#FF9F2C
PCL_INDV:CS202002013_31	owl:NamedIndividual	#FFB307
PCL_INDV:CS202002013_32	owl:NamedIndividual	#FFBF09
PCL_INDV:CS202002013_33	owl:NamedIndividual	#BFAF00
PCL_INDV:CS202002013_34	owl:NamedIndividual	#FFB22B
PCL_INDV:CS202002013_35	owl:NamedIndividual	#D9C566
PCL_INDV:CS202002013_36	owl:NamedIndividual	#BE8652
PCL_INDV:CS202002013_37	owl:NamedIndividual	#B0993C
PCL_INDV:CS202002013_38	owl:NamedIndividual	#CDB115
PCL_INDV:CS202002013_39	owl:NamedIndividual	#D2A328
PCL_INDV:CS202002013_40	owl:NamedIndividual	#635821
